year,tri_facility_id,facility_name,street_address,city,county,st,zip,latitude,longitude,primary_sic,sic_2,sic_3,sic_4,sic_5,sic_6,primary_naics,naics_2,naics_3,naics_4,naics_5,naics_6,doc_ctrl_num,chemical,cas_compound_id,clean_air_act_chemical,classification,metal,metal_category,carcinogen,form_type,unit_of_measure,n_5_1_fugitive_air,n_5_2_stack_air,n_5_3_water,n_5_4_1_underground_class_i,n_5_4_2_underground_class_ii_v,n_5_5_1a_rcra_c_landfills,n_5_5_1b_other_landfills,n_5_5_2_land_treatment,n_5_5_3_surface_impoundment,n_5_5_3a_rcra_c_surface_impoundment,n_5_5_3b_other_surface_impoundment,n_5_5_4_other_disposal,on_site_release_total,n_6_1_potw_metals_and_metal_compounds,n_6_1_potw_non_metals,n_6_1_potw_total_transfers,n_6_2_m10,n_6_2_m41,n_6_2_m62,n_6_2_m71,n_6_2_m81,n_6_2_m82,n_6_2_m72,n_6_2_m63,n_6_2_m66,n_6_2_m67,n_6_2_m64,n_6_2_m65,n_6_2_m73,n_6_2_m79,n_6_2_m90,n_6_2_m94,n_6_2_m99,off_site_release_total,n_6_2_m20,n_6_2_m24,n_6_2_m26,n_6_2_m28,n_6_2_m93,off_site_recycled_total,n_6_2_m56,n_6_2_m92,off_site_recovery_total,n_6_2_m40,n_6_2_m50,n_6_2_m54,n_6_2_m61,n_6_2_m69,n_6_2_m95,off_site_treated_total,total_releases,n_8_1_releases,n_8_1a_on_site_contained_releases,n_8_1b_on_site_other_releases,n_8_1c_off_site_contained_releases,n_8_1d_off_site_other_releases,n_8_2_energy_recovery_on_site,n_8_3_energy_recovery_off_site,n_8_4_recycling_on_site,n_8_5_recycling_off_site,n_8_6_treatment_on_site,n_8_7_treatement_off_site,production_waste_8_1_thru_8_7,n_8_8_one_time_release,n_8_9_production_ratio,parent_company_name,parent_company_db_number,serialid
2011,13904FRTLYCOLES,FRITO - LAY INC,10 SPUD LN,KIRKWOOD,BROOME,NY,13795,42.096946,-75.8374,,,,,,,311919,,,,,,1311209227406,NITRIC ACID,007697372,NO,NON-PBT,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35093,0,35093,0,0.99,PEPSICO INC,001287762,450
2011,14589MTTSX4363R,MOTT'S,4363 RT 104,WILLIAMSON,WAYNE,NY,14589,43.23501,-77.17226,,,,,,,311421,,,,,,1311209105737,NITRATE COMPOUNDS,N511,NO,NON-PBT,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DR PEPPER SNAPPLE GROUP,069871200,451
2011,1462WRNLDM77LIN,ARNOLD MAGNETIC TECHNOLOGIES CORP - MAGNETIC TECHNOLOGIES,770 LINDEN AVE,ROCHESTER,MONROE,NY,146252716,43.12116,-77.50516,,,,,,,333513,,,,,,1311209487065,COBALT,007440484,YES,NON-PBT,YES,1,YES,R,Pounds,3157.9,0,0,0,0,0,0,0,0,0,0,0,3157.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6781.376,0,0,0,6781.376,0,0,0,0,0,0,0,0,0,0,3157.9,0,0,3157.9,0,0,0,0,0,6781.376,0,0,9939.276,0,2.67,ARNOLD MAGNETIC TECHNOLOGIES CORP,194775438,452
2011,13211FLDMR68TWN,FELDMEIER EQUIPMENT INC,6800 TOWNLINE RD,SYRACUSE,ONONDAGA,NY,13211,43.1033,-76.11761,,,,,,,332420,,,,,,1311209789534,CHROMIUM,007440473,YES,NON-PBT,YES,1,YES,R,Pounds,7,13,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,24,0,0,0,0,0,0,0,0,660,0,0,0,0,0,0,684,0,28000,0,0,0,28000,0,0,0,0,0,0,0,0,0,0,704,0,0,20,660,24,0,0,0,28000,0,0,28704,0,1.25,FELDMEIER EQUIPMENT INC,002229599,453
2011,13211FLDMR68TWN,FELDMEIER EQUIPMENT INC,6800 TOWNLINE RD,SYRACUSE,ONONDAGA,NY,13211,43.1033,-76.11761,,,,,,,332420,,,,,,1311209789763,MANGANESE,007439965,YES,NON-PBT,YES,1,NO,R,Pounds,3,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,72,0,3000,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,76,0,0,4,70,2,0,0,0,3000,0,0,3076,0,1.25,FELDMEIER EQUIPMENT INC,002229599,454
2011,13211FLDMR68TWN,FELDMEIER EQUIPMENT INC,6800 TOWNLINE RD,SYRACUSE,ONONDAGA,NY,13211,43.1033,-76.11761,,,,,,,332420,,,,,,1311209789611,NICKEL,007440020,YES,NON-PBT,YES,1,YES,R,Pounds,2,8,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,389,0,16000,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,399,0,0,10,380,9,0,0,0,16000,0,0,16399,0,1.25,FELDMEIER EQUIPMENT INC,002229599,455
2011,14616FSHRS140BE,KIMBLE CHASE LIFE SCIENCE & RESEARCH PRODUCTS LLC,140 BENNINGTON DR,ROCHESTER,MONROE,NY,14616,43.21681,-77.63805,,,,,,,327215,,,,,,1311209092396,MERCURY,007439976,YES,PBT,YES,1,NO,R,Pounds,0.058,0.56,0,0,0,0,0,0,0,0,0,0,0.618,0.07,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,0.688,0,0,0.618,0,0.07,0,0,0,3.05,0,0,3.738,0,1,GERRESHEIMER GLASS INC,556130136,456
2011,14616FSHRS140BE,KIMBLE CHASE LIFE SCIENCE & RESEARCH PRODUCTS LLC,140 BENNINGTON DR,ROCHESTER,MONROE,NY,14616,43.21681,-77.63805,,,,,,,327215,,,,,,1311209092384,LEAD,007439921,YES,NON-PBT,YES,1,YES,R,Pounds,0.04,35.88,0,0,0,0,0,0,0,0,0,0,35.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.25,0,0,0,248.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.17,0,0,35.92,0,248.25,0,0,0,0,0,0,284.17,0,1,GERRESHEIMER GLASS INC,556130136,457
2011,13322HMGNS2395M,PRATT & WHITNEY - HMI METAL POWDERS,2395 MAIN ST,CLAYVILLE,ONEIDA,NY,13322,42.97829,-75.24934,,,,,,,331492,331221,,,,,1311209451374,ALUMINUM (FUME OR DUST),007429905,NO,NON-PBT,YES,4,NO,R,Pounds,5,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1088,1088,0,0,0,0,0,0,0,0,0,0,12,0,0,10,2,0,0,0,0,1088,0,0,1100,0,1.17,UNITED TECHNOLOGIES CORP,001344142,458
2011,13322HMGNS2395M,PRATT & WHITNEY - HMI METAL POWDERS,2395 MAIN ST,CLAYVILLE,ONEIDA,NY,13322,42.97829,-75.24934,,,,,,,331492,331221,,,,,1311209451400,NICKEL,007440020,YES,NON-PBT,YES,1,YES,R,Pounds,1.6,16,0,0,0,0,0,0,0,0,0,0,17.6,1,0,1,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,28,0,0,0,0,221278,221278,0,0,0,0,0,0,0,0,0,0,46.6,0,0,17.6,28,1,0,0,0,221278,0,0,221324.6,0,1.17,UNITED TECHNOLOGIES CORP,001344142,459
2011,13322HMGNS2395M,PRATT & WHITNEY - HMI METAL POWDERS,2395 MAIN ST,CLAYVILLE,ONEIDA,NY,13322,42.97829,-75.24934,,,,,,,331492,331221,,,,,1311209451398,COBALT,007440484,YES,NON-PBT,YES,1,YES,R,Pounds,5,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,74350,74350,0,0,0,0,0,0,0,0,0,0,19,0,0,10,9,0,0,0,0,74350,0,0,74369,0,1.17,UNITED TECHNOLOGIES CORP,001344142,460
2011,13322HMGNS2395M,PRATT & WHITNEY - HMI METAL POWDERS,2395 MAIN ST,CLAYVILLE,ONEIDA,NY,13322,42.97829,-75.24934,,,,,,,331492,331221,,,,,1311209451386,CHROMIUM,007440473,YES,NON-PBT,YES,1,YES,R,Pounds,5,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,507,0,0,48571,49078,0,0,0,0,0,0,0,0,0,0,16,0,0,10,6,0,0,0,0,49078,0,0,49094,0,1.17,UNITED TECHNOLOGIES CORP,001344142,461
2011,13642CLLTS4921R,CLEARWATER PAPER NATURAL DAM,4921 RT 58 N,GOUVERNEUR,ST LAWRENCE,NY,13642,44.33713,-75.5028,,,,,,,322121,,,,,,1311209016563,COPPER COMPOUNDS,N100,NO,NON-PBT,YES,1,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLEARWATER PAPER CORP,782437318,462
2011,10550RCSPH7EDIS,RCA ASPHALT LLC,7 EDISON AVE,MOUNT VERNON,WESTCHESTER,NY,10550,40.89036,-73.82511,,,,,,,324121,,,,,,1311209067230,"BENZO(G,H,I)PERYLENE",000191242,YES,PBT,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,463
2011,10550RCSPH7EDIS,RCA ASPHALT LLC,7 EDISON AVE,MOUNT VERNON,WESTCHESTER,NY,10550,40.89036,-73.82511,,,,,,,324121,,,,,,1311209067242,POLYCYCLIC AROMATIC COMPOUNDS,N590,YES,PBT,NO,0,YES,R,Pounds,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,1,NA,NA,464
2011,14891CRGLL518EA,CARGILL INC SALT DIV,518 E 4TH ST,WATKINS GLEN,SCHUYLER,NY,14891,42.383322,-76.864083,,,,,,,212399,,,,,,1311209373909,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",007647010,YES,NON-PBT,NO,0,NO,R,Pounds,0,143992,0,0,0,0,0,0,0,0,0,0,143992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143992,0,0,143992,0,0,0,0,0,0,0,0,143992,0,0.9,CARGILL INC,006249189,465
2011,14891CRGLL518EA,CARGILL INC SALT DIV,518 E 4TH ST,WATKINS GLEN,SCHUYLER,NY,14891,42.383322,-76.864083,,,,,,,212399,,,,,,1311209373911,LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,R,Pounds,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,4,0,396,0,0,0,0,0,0,400,0,0.8,CARGILL INC,006249189,466
2011,13090CRGLL7700M,CARGILL INC,7700 MALTAGE DR,LIVERPOOL,ONONDAGA,NY,130902553,43.1468,-76.19457,,,,,,,311119,,,,,,1311209216795,ZINC COMPOUNDS,N982,NO,NON-PBT,YES,1,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARGILL INC,006249189,467
2011,14760CNPNC1405B,CYTEC OLEAN INC,1405 BUFFALO ST,OLEAN,CATTARAUGUS,NY,147601139,42.08553,-78.44613,,,,,,,325211,,,,,,1311209565492,"TOLUENE-2,4-DIISOCYANATE",000584849,YES,NON-PBT,NO,0,YES,R,Pounds,0,250,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,250,0,250,0,0,0,0,0,0,500,0,0.76,CYTEC INDUSTRIES INC,809749948,468
2011,14760CNPNC1405B,CYTEC OLEAN INC,1405 BUFFALO ST,OLEAN,CATTARAUGUS,NY,147601139,42.08553,-78.44613,,,,,,,325211,,,,,,1311209565466,MERCURY COMPOUNDS,N458,YES,PBT,YES,1,NO,R,Pounds,0,0.36,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0.36,0,0,0,0,0,250,0,0,250.36,0,1.5,CYTEC INDUSTRIES INC,809749948,469
2011,14760CNPNC1405B,CYTEC OLEAN INC,1405 BUFFALO ST,OLEAN,CATTARAUGUS,NY,147601139,42.08553,-78.44613,,,,,,,325211,,,,,,1311209565478,N-METHYL-2-PYRROLIDONE,000872504,NO,NON-PBT,NO,0,NO,R,Pounds,0,2800,0,0,0,0,0,0,0,0,0,0,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,20000,0,0,0,0,0,0,0,2800,0,0,2800,0,0,0,20000,44000,0,0,0,66800,0,0.91,CYTEC INDUSTRIES INC,809749948,470
2011,14760CNPNC1405B,CYTEC OLEAN INC,1405 BUFFALO ST,OLEAN,CATTARAUGUS,NY,147601139,42.08553,-78.44613,,,,,,,325211,,,,,,1311209565504,XYLENE (MIXED ISOMERS),001330207,YES,NON-PBT,NO,0,NO,R,Pounds,0,250,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,1600,0,0,0,0,0,0,0,250,0,0,250,0,0,0,1600,0,0,0,0,1850,0,0.3,CYTEC INDUSTRIES INC,809749948,471
2011,14760CNPNC1405B,CYTEC OLEAN INC,1405 BUFFALO ST,OLEAN,CATTARAUGUS,NY,147601139,42.08553,-78.44613,,,,,,,325211,,,,,,1311209565480,TOLUENE,000108883,YES,NON-PBT,NO,0,NO,R,Pounds,0,750,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,1600,0,0,0,0,0,0,0,750,0,0,750,0,0,0,1600,0,0,0,0,2350,0,0.67,CYTEC INDUSTRIES INC,809749948,472
2011,14760CNPNC1405B,CYTEC OLEAN INC,1405 BUFFALO ST,OLEAN,CATTARAUGUS,NY,147601139,42.08553,-78.44613,,,,,,,325211,,,,,,1311209565454,DIISOCYANATES,N120,YES,NON-PBT,NO,0,NO,R,Pounds,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,7000,0,0,0,0,0,0,0,5,0,0,5,0,0,0,7000,0,0,0,0,7005,0,0.82,CYTEC INDUSTRIES INC,809749948,473
2011,14701NDRSN17ROS,ANDERSON PRECISION INC,20 LIVINGSTON AVE,JAMESTOWN,CHAUTAUQUA,NY,14701,42.09897,-79.25806,,,,,,,332721,,,,,,1311209221288,LEAD,007439921,YES,NON-PBT,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2962,0,0.2962,0,0,0,0,0,0,0,0,0,0,0.1463,0,0,0,0,0,0,0.1463,0,0,0,0,15.3134,15.3134,0,0,0,0,0,0,0,0,0,0,0.4425,0,0,0,0.1463,0.2962,0,0,0,15.3134,0,0,15.7559,0,0.21,ANDERSON PRECISION INC,002115095,474
2011,14701NDRSN17ROS,ANDERSON PRECISION INC,20 LIVINGSTON AVE,JAMESTOWN,CHAUTAUQUA,NY,14701,42.09897,-79.25806,,,,,,,332721,,,,,,1311209221264,CHROMIUM,007440473,YES,NON-PBT,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,ANDERSON PRECISION INC,002115095,475
2011,14701NDRSN17ROS,ANDERSON PRECISION INC,20 LIVINGSTON AVE,JAMESTOWN,CHAUTAUQUA,NY,14701,42.09897,-79.25806,,,,,,,332721,,,,,,1311209221276,COPPER,007440508,NO,NON-PBT,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0.21,ANDERSON PRECISION INC,002115095,476
2011,13165FRZRN1291W,FRAZIER INDUSTRIAL CO,1291 WATERLOO GENEVA RD,WATERLOO,SENECA,NY,13165,42.90319,-76.8786,,,,,,,337215,,,,,,1311209584174,"1,2,4-TRIMETHYLBENZENE",000095636,NO,NON-PBT,NO,0,NO,R,Pounds,10405,12718,0,0,0,0,0,0,0,0,0,0,23123,0,0,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23681,0,0,23123,0,558,0,0,0,0,0,0,23681,0,2.12,FRAZIER INDUSTRIAL CO,NA,477
2011,11520GRNFL94DOX,GREENFIELD INDUSTRIES INC,99 DOXSEE DR,FREEPORT,NASSAU,NY,11520,40.64621,-73.56851,,,,,,,331521,,,,,,1311209469574,COPPER,007440508,NO,NON-PBT,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5907,0,0,0,5907,0,1.24,NA,NA,478
2011,13365CHRRY575EA,FELDMEIER EQUIPMENT INC,575 E MILL ST,LITTLE FALLS,HERKIMER,NY,13365,43.041465,-74.854514,,,,,,,332420,,,,,,1311209788215,CHROMIUM,007440473,YES,NON-PBT,YES,1,YES,R,Pounds,11,22,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,19,0,0,0,0,0,0,0,0,1600,0,0,0,0,0,0,1619,0,90000,0,0,0,90000,0,0,0,0,0,0,0,0,0,0,1652,0,0,33,1600,19,0,0,0,90000,0,0,91652,0,1.3,FELDMEIER EQUIPMENT INC,002229599,479
2011,13365CHRRY575EA,FELDMEIER EQUIPMENT INC,575 E MILL ST,LITTLE FALLS,HERKIMER,NY,13365,43.041465,-74.854514,,,,,,,332420,,,,,,1311209788482,MANGANESE,007439965,YES,NON-PBT,YES,1,NO,R,Pounds,5,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,172,0,10000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,179,0,0,7,170,2,0,0,0,10000,0,0,10179,0,1.3,FELDMEIER EQUIPMENT INC,002229599,480
2011,13365CHRRY575EA,FELDMEIER EQUIPMENT INC,575 E MILL ST,LITTLE FALLS,HERKIMER,NY,13365,43.041465,-74.854514,,,,,,,332420,,,,,,1311209788379,NICKEL,007440020,YES,NON-PBT,YES,1,YES,R,Pounds,4,13,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,7,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,907,0,53000,0,0,0,53000,0,0,0,0,0,0,0,0,0,0,924,0,0,17,900,7,0,0,0,53000,0,0,53924,0,1.3,FELDMEIER EQUIPMENT INC,002229599,481
2011,12095PCKSPJOHNS,PECK'S PRODUCTS CO,JOHNSTOWN INDUSTRIAL PARK,JOHNSTOWN,FULTON,NY,12095,43.01176,-74.37822,,,,,,,325611,,,,,,1311209185584,CERTAIN GLYCOL ETHERS,N230,YES,NON-PBT,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SWISHER INTERNATIONAL INC,185717519,482
2011,14094LLGHN695OH,ALLVAC - LOCKPORT PLANT,695 OHIO ST,LOCKPORT,NIAGARA,NY,14094,43.15735,-78.7108,,,,,,,331492,,,,,,1311209467048,NICKEL COMPOUNDS,N495,YES,NON-PBT,YES,1,NO,R,Pounds,1,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,5,0,1.1,ALLEGHENY TECHNOLOGIES INC,949262737,483
2011,14094LLGHN695OH,ALLVAC - LOCKPORT PLANT,695 OHIO ST,LOCKPORT,NIAGARA,NY,14094,43.15735,-78.7108,,,,,,,331492,,,,,,1311209467036,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),N090,YES,NON-PBT,YES,1,NO,R,Pounds,1,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,6,0,1.1,ALLEGHENY TECHNOLOGIES INC,949262737,484
2011,14120RVRSD871RI,RIVERSIDE CHEMICAL CO INC,871 RIVER RD,NORTH TONAWANDA,NIAGARA,NY,141200000,43.04471,-78.88897,,,,,,,424690,,,,,,1311209041312,TRICHLOROETHYLENE,000079016,YES,NON-PBT,NO,0,YES,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,485
2011,14141PRLSS172EA,PEERLESS-WINSMITH INC,172 EATON ST,SPRINGVILLE,ERIE,NY,14141,42.51383,-78.6724,,,,,,,333612,,,,,,1311209113430,COPPER,007440508,NO,NON-PBT,YES,1,NO,R,Pounds,5,250,5,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,11975,0,0,0,11975,0,0,0,0,0,0,0,0,0,0,265,0,0,260,5,0,0,0,0,11975,0,0,12240,0,1,HBD INDUSTRIES INC,184808053,486
2011,14141PRLSS172EA,PEERLESS-WINSMITH INC,172 EATON ST,SPRINGVILLE,ERIE,NY,14141,42.51383,-78.6724,,,,,,,333612,,,,,,1311209113455,METHANOL,000067561,YES,NON-PBT,NO,0,NO,R,Pounds,250,250,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,0,0,0,0,14916,0,15416,0,0.6,HBD INDUSTRIES INC,184808053,487
2011,14141PRLSS172EA,PEERLESS-WINSMITH INC,172 EATON ST,SPRINGVILLE,ERIE,NY,14141,42.51383,-78.6724,,,,,,,333612,,,,,,1311209113442,LEAD,007439921,YES,NON-PBT,YES,1,YES,R,Pounds,0.05,0.5,0.05,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0,199,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0.6,0.05,0,0,0,0,199,0,0,199.65,0,1,HBD INDUSTRIES INC,184808053,488
2011,14150TNWND3875R,TONAWANDA COKE CORP,3875 RIVER RD,TONAWANDA,ERIE,NY,14150,42.98069,-78.93474,,,,,,,324199,,,,,,1311209218080,NAPHTHALENE,000091203,YES,NON-PBT,NO,0,NO,R,Pounds,1319,1350,0,0,0,0,0,0,0,0,0,0,2669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3538,0,0,0,0,3538,0,0,0,0,0,0,0,0,0,0,2669,0,0,2669,0,0,6791,0,64302,3538,0,0,77300,0,1.08,NA,NA,489
2011,14150TNWND3875R,TONAWANDA COKE CORP,3875 RIVER RD,TONAWANDA,ERIE,NY,14150,42.98069,-78.93474,,,,,,,324199,,,,,,1311209218104,POLYCYCLIC AROMATIC COMPOUNDS,N590,YES,PBT,NO,0,YES,R,Pounds,451,31,0,0,0,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3059,0,0,0,0,3059,0,0,0,0,0,0,0,0,0,0,482,0,0,482,0,0,0,0,55606,3059,0,0,59147,0,1.08,NA,NA,490
2011,14150TNWND3875R,TONAWANDA COKE CORP,3875 RIVER RD,TONAWANDA,ERIE,NY,14150,42.98069,-78.93474,,,,,,,324199,,,,,,1311209218092,PHENANTHRENE,000085018,YES,NON-PBT,NO,0,NO,R,Pounds,16,40.1,0,0,0,0,0,0,0,0,0,0,56.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909,0,0,0,0,1909,0,0,0,0,0,0,0,0,0,0,56.1,0,0,56.1,0,0,0,0,34692,1909,0,0,36657.1,0,1.08,NA,NA,491
2011,14150TNWND3875R,TONAWANDA COKE CORP,3875 RIVER RD,TONAWANDA,ERIE,NY,14150,42.98069,-78.93474,,,,,,,324199,,,,,,1311209218054,BENZENE,000071432,YES,NON-PBT,NO,0,YES,R,Pounds,3322,2614,0,0,0,0,0,0,0,0,0,0,5936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,5936,0,0,5936,0,0,1127,0,1075,43,0,0,8181,0,1.08,NA,NA,492
2011,14150TNWND3875R,TONAWANDA COKE CORP,3875 RIVER RD,TONAWANDA,ERIE,NY,14150,42.98069,-78.93474,,,,,,,324199,,,,,,1311209218116,STYRENE,000100425,YES,NON-PBT,NO,0,YES,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,493
