cowcode,stateabb,statename,ethnicity_relevant,year_from,year_to,group_name,size,status,warid,warid2,groupid,cowgroupid,markertype
483,CHA,Chad,Yes,1980,1982,Sara,0.24,REGIONAL AUTONOMY,,,4000,48304000,Ethno-Linguistic
483,CHA,Chad,Yes,1983,1987,Sara,0.24,JUNIOR PARTNER,,,4000,48304000,Ethno-Linguistic
483,CHA,Chad,Yes,1988,1988,Sara,0.24,JUNIOR PARTNER,,,4000,48304000,Ethno-Linguistic
483,CHA,Chad,Yes,1989,1990,Sara,0.24,JUNIOR PARTNER,,,4000,48304000,Ethno-Linguistic
483,CHA,Chad,Yes,1991,1993,Sara,0.24,JUNIOR PARTNER,19112,,4000,48304000,Ethno-Linguistic
483,CHA,Chad,Yes,1994,2010,Sara,0.24,JUNIOR PARTNER,19112,,4000,48304000,Ethno-Linguistic
560,SF,South Africa,Yes,1990,1993,Zulu,0.24,POWERLESS,,,3030,56003030,Ethno-Linguistic
560,SF,South Africa,Yes,1994,2008,Zulu,0.24,JUNIOR PARTNER,,,3030,56003030,Ethno-Linguistic
560,SF,South Africa,Yes,2009,2010,Zulu,0.24,SENIOR PARTNER,,,3030,56003030,Ethno-Linguistic
630,IRN,Iran,Yes,1946,1946,Azeri,0.24,SEPARATIST AUTONOMY,10700,,4000,63004000,Ethno-Linguistic
630,IRN,Iran,Yes,1947,1960,Azeri,0.24,JUNIOR PARTNER,,,4000,63004000,Ethno-Linguistic
630,IRN,Iran,Yes,1961,1979,Azeri,0.24,JUNIOR PARTNER,,,4000,63004000,Ethno-Linguistic
630,IRN,Iran,Yes,1980,2005,Azeri,0.24,JUNIOR PARTNER,,,4000,63004000,Ethno-Linguistic
630,IRN,Iran,Yes,2006,2010,Azeri,0.24,JUNIOR PARTNER,,,4000,63004000,Ethno-Linguistic
660,LEB,Lebanon,Yes,1971,1991,Sunnis (Arab),0.24,SENIOR PARTNER,16301,,10000,66010000,Ethno-Religious
660,LEB,Lebanon,Yes,1992,2010,Sunnis (Arab),0.24,SENIOR PARTNER,,,10000,66010000,Ethno-Religious
679,YEM,Yemen,Yes,1995,2010,Northern Zaydis,0.24,SENIOR PARTNER,,,2000,67902000,Ethno-Religious
452,GHA,Ghana,Yes,1957,1965,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",0.235,JUNIOR PARTNER,,,6000,45206000,Ethno-Regional
452,GHA,Ghana,Yes,1966,1969,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",0.235,JUNIOR PARTNER,,,6000,45206000,Ethno-Regional
452,GHA,Ghana,Yes,1970,1971,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",0.235,JUNIOR PARTNER,,,6000,45206000,Ethno-Regional
452,GHA,Ghana,Yes,1972,1981,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",0.235,JUNIOR PARTNER,,,6000,45206000,Ethno-Regional
452,GHA,Ghana,Yes,1982,1999,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",0.235,JUNIOR PARTNER,,,6000,45206000,Ethno-Regional
452,GHA,Ghana,Yes,2000,2010,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",0.235,JUNIOR PARTNER,,,6000,45206000,Ethno-Regional
100,COL,Colombia,Yes,1946,1991,Afrocolumbians,0.234,DISCRIMINATED,,,2000,10002000,Ethno-Racial
20,CAN,Canada,Yes,1982,2010,French speakers,0.23,JUNIOR PARTNER,,,2000,2002000,Ethno-Linguistic
100,COL,Colombia,Yes,1992,2010,Afrocolumbians,0.23,REGIONAL AUTONOMY,,,2000,10002000,Ethno-Racial
343,MAC,Macedonia,Yes,1993,2010,Albanians,0.23,JUNIOR PARTNER,32600,,2000,34302000,Ethno-Linguistic
433,SEN,Senegal,Yes,1960,1980,"Pulaar (Peul, Toucouleur)",0.23,JUNIOR PARTNER,,,2000,43302000,Ethno-Linguistic
433,SEN,Senegal,Yes,1981,2010,"Pulaar (Peul, Toucouleur)",0.23,JUNIOR PARTNER,,,2000,43302000,Ethno-Linguistic
666,ISR,Israel,Yes,1990,2005,Ashkenazim (Jewish),0.23,SENIOR PARTNER,,,2000,66602000,Ethno-Regional
666,ISR,Israel,Yes,1990,2005,Mizrahim (Jewish),0.23,SENIOR PARTNER,,,4000,66604000,Ethno-Regional
666,ISR,Israel,Yes,2006,2010,Ashkenazim (Jewish),0.23,SENIOR PARTNER,,,2000,66602000,Ethno-Regional
666,ISR,Israel,Yes,2006,2010,Mizrahim (Jewish),0.23,SENIOR PARTNER,,,4000,66604000,Ethno-Regional
436,NIR,Niger,Yes,1960,1989,Djerma-Songhai,0.22,DOMINANT,,,1000,43601000,Ethno-Linguistic
436,NIR,Niger,Yes,1990,1990,Djerma-Songhai,0.22,DOMINANT,,,1000,43601000,Ethno-Linguistic
436,NIR,Niger,Yes,1991,1992,Djerma-Songhai,0.22,JUNIOR PARTNER,,,1000,43601000,Ethno-Linguistic
436,NIR,Niger,Yes,1993,1994,Djerma-Songhai,0.22,JUNIOR PARTNER,,,1000,43601000,Ethno-Linguistic
436,NIR,Niger,Yes,1995,1995,Djerma-Songhai,0.22,SENIOR PARTNER,,,1000,43601000,Ethno-Linguistic
436,NIR,Niger,Yes,1996,1999,Djerma-Songhai,0.22,DOMINANT,,,1000,43601000,Ethno-Linguistic
436,NIR,Niger,Yes,2000,2010,Djerma-Songhai,0.22,SENIOR PARTNER,,,1000,43601000,Ethno-Linguistic
437,CDI,Cote d'Ivoire,Yes,1960,1993,Other Akans,0.22,JUNIOR PARTNER,,,4000,43704000,Ethno-Linguistic
437,CDI,Cote d'Ivoire,Yes,1994,1999,Other Akans,0.22,JUNIOR PARTNER,,,4000,43704000,Ethno-Linguistic
437,CDI,Cote d'Ivoire,Yes,2000,2002,Other Akans,0.22,JUNIOR PARTNER,,,4000,43704000,Ethno-Linguistic
437,CDI,Cote d'Ivoire,Yes,2003,2010,Other Akans,0.22,JUNIOR PARTNER,,,4000,43704000,Ethno-Linguistic
660,LEB,Lebanon,Yes,1946,1970,Sunnis (Arab),0.22,SENIOR PARTNER,16300,,10000,66010000,Ethno-Religious
450,LBR,Liberia,Yes,1981,1989,Kpelle (Guerze),0.21,IRRELEVANT,,,3040,45003040,Ethno-Linguistic
450,LBR,Liberia,Yes,1990,1996,Kpelle (Guerze),0.21,STATE COLLAPSE,,,3040,45003040,Ethno-Linguistic
450,LBR,Liberia,Yes,1997,2003,Kpelle (Guerze),0.21,IRRELEVANT,,,3040,45003040,Ethno-Linguistic
450,LBR,Liberia,Yes,2004,2010,Kpelle (Guerze),0.21,IRRELEVANT,,,3040,45003040,Ethno-Linguistic
475,NIG,Nigeria,Yes,1960,1964,Yoruba,0.21,REGIONAL AUTONOMY,,,6000,47506000,Ethno-Linguistic
475,NIG,Nigeria,Yes,1965,1966,Yoruba,0.21,POWERLESS,,,6000,47506000,Ethno-Linguistic
475,NIG,Nigeria,Yes,1967,1969,Yoruba,0.21,JUNIOR PARTNER,,,6000,47506000,Ethno-Linguistic
475,NIG,Nigeria,Yes,1970,1978,Yoruba,0.21,JUNIOR PARTNER,,,6000,47506000,Ethno-Linguistic
475,NIG,Nigeria,Yes,1979,1983,Yoruba,0.21,REGIONAL AUTONOMY,,,6000,47506000,Ethno-Linguistic
475,NIG,Nigeria,Yes,1984,1991,Yoruba,0.21,POWERLESS,,,6000,47506000,Ethno-Linguistic
475,NIG,Nigeria,Yes,1992,1998,Yoruba,0.21,POWERLESS,,,6000,47506000,Ethno-Linguistic
475,NIG,Nigeria,Yes,1999,2006,Yoruba,0.21,SENIOR PARTNER,,,6000,47506000,Ethno-Linguistic
475,NIG,Nigeria,Yes,2007,2010,Yoruba,0.21,SENIOR PARTNER,,,6000,47506000,Ethno-Linguistic
484,CON,Congo,Yes,1960,1963,Lari,0.21,SENIOR PARTNER,,,5040,48405040,Ethno-Linguistic
484,CON,Congo,Yes,1964,1968,Lari,0.21,POWERLESS,,,5040,48405040,Ethno-Linguistic
345,YUG,Yugoslavia,Yes,1946,1965,Croats,0.2,JUNIOR PARTNER,,,2000,34502000,Ethno-Religious
345,YUG,Yugoslavia,Yes,1966,1986,Croats,0.2,SENIOR PARTNER,,,2000,34502000,Ethno-Religious
345,YUG,Yugoslavia,Yes,1987,1991,Croats,0.2,SENIOR PARTNER,29200,,2000,34502000,Ethno-Religious
404,GNB,Guinea-Bissau,Yes,1974,1980,Peul,0.2,POWERLESS,,,2000,40402000,Ethno-Linguistic
404,GNB,Guinea-Bissau,Yes,1981,1999,Peul,0.2,IRRELEVANT,,,2000,40402000,Ethno-Linguistic
404,GNB,Guinea-Bissau,Yes,2000,2003,Peul,0.2,IRRELEVANT,,,2000,40402000,Ethno-Linguistic
404,GNB,Guinea-Bissau,Yes,2004,2004,Peul,0.2,IRRELEVANT,,,2000,40402000,Ethno-Linguistic
404,GNB,Guinea-Bissau,Yes,2005,2005,Peul,0.2,IRRELEVANT,,,2000,40402000,Ethno-Linguistic
404,GNB,Guinea-Bissau,Yes,2006,2009,Peul,0.2,IRRELEVANT,,,2000,40402000,Ethno-Linguistic
404,GNB,Guinea-Bissau,Yes,2010,2010,Peul,0.2,IRRELEVANT,,,2000,40402000,Ethno-Linguistic
437,CDI,Cote d'Ivoire,Yes,1960,1993,Baule (Akan),0.2,SENIOR PARTNER,,,1000,43701000,Ethno-Linguistic
437,CDI,Cote d'Ivoire,Yes,1994,1999,Baule (Akan),0.2,SENIOR PARTNER,,,1000,43701000,Ethno-Linguistic
437,CDI,Cote d'Ivoire,Yes,2000,2002,Baule (Akan),0.2,JUNIOR PARTNER,,,1000,43701000,Ethno-Linguistic
437,CDI,Cote d'Ivoire,Yes,2003,2010,Baule (Akan),0.2,JUNIOR PARTNER,,,1000,43701000,Ethno-Linguistic
438,GUI,Guinea,Yes,1958,1984,Susu,0.2,JUNIOR PARTNER,,,3000,43803000,Ethno-Linguistic
438,GUI,Guinea,Yes,1985,2008,Susu,0.2,DOMINANT,,,3000,43803000,Ethno-Linguistic
438,GUI,Guinea,Yes,2009,2009,Susu,0.2,DISCRIMINATED,,,3000,43803000,Ethno-Linguistic
438,GUI,Guinea,Yes,2010,2010,Susu,0.2,DISCRIMINATED,,,3000,43803000,Ethno-Linguistic
500,UGA,Uganda,Yes,1962,1965,"South-Westerners (Ankole, Banyoro, Toro, Banyarwanda)",0.2,JUNIOR PARTNER,,,11000,50011000,Ethno-Regional
500,UGA,Uganda,Yes,1966,1969,"South-Westerners (Ankole, Banyoro, Toro, Banyarwanda)",0.2,POWERLESS,,,11000,50011000,Ethno-Regional
500,UGA,Uganda,Yes,1970,1971,"South-Westerners (Ankole, Banyoro, Toro, Banyarwanda)",0.2,POWERLESS,,,11000,50011000,Ethno-Regional
500,UGA,Uganda,Yes,1972,1973,"South-Westerners (Ankole, Banyoro, Toro, Banyarwanda)",0.2,POWERLESS,,,11000,50011000,Ethno-Regional
500,UGA,Uganda,Yes,1974,1979,"South-Westerners (Ankole, Banyoro, Toro, Banyarwanda)",0.2,DISCRIMINATED,,,11000,50011000,Ethno-Regional
500,UGA,Uganda,Yes,1980,1985,"South-Westerners (Ankole, Banyoro, Toro, Banyarwanda)",0.2,DISCRIMINATED,,,11000,50011000,Ethno-Regional
500,UGA,Uganda,Yes,1986,1989,"South-Westerners (Ankole, Banyoro, Toro, Banyarwanda)",0.2,SENIOR PARTNER,,,11000,50011000,Ethno-Regional
552,ZIM,Zimbabwe,Yes,1980,1981,Ndebele-Kalanga-(Tonga),0.2,JUNIOR PARTNER,,,1100,55201100,Ethno-Linguistic
552,ZIM,Zimbabwe,Yes,1982,1987,Ndebele-Kalanga-(Tonga),0.2,DISCRIMINATED,,,1100,55201100,Ethno-Linguistic
552,ZIM,Zimbabwe,Yes,1988,1991,Ndebele-Kalanga-(Tonga),0.2,JUNIOR PARTNER,,,1100,55201100,Ethno-Linguistic
552,ZIM,Zimbabwe,Yes,1992,1999,Ndebele-Kalanga-(Tonga),0.2,JUNIOR PARTNER,,,1100,55201100,Ethno-Linguistic
552,ZIM,Zimbabwe,Yes,2000,2008,Ndebele-Kalanga-(Tonga),0.2,DISCRIMINATED,,,1100,55201100,Ethno-Linguistic
552,ZIM,Zimbabwe,Yes,2009,2010,Ndebele-Kalanga-(Tonga),0.2,JUNIOR PARTNER,,,1100,55201100,Ethno-Linguistic
660,LEB,Lebanon,Yes,1946,1970,Shi'a Muslims (Arab),0.2,JUNIOR PARTNER,16300,,8000,66008000,Ethno-Religious
679,YEM,Yemen,Yes,1995,2010,Northern Shafi'i,0.2,JUNIOR PARTNER,,,1000,67901000,Ethno-Religious
640,TUR,Turkey,Yes,1946,2005,Kurds,0.191,DISCRIMINATED,26000,,1000,64001000,Ethno-Linguistic
420,GAM,Gambia,Yes,1965,1993,Fula,0.19,JUNIOR PARTNER,,,2000,42002000,Ethno-Linguistic
420,GAM,Gambia,No,1994,2010,Fula,0.19,IRRELEVANT,,,2000,42002000,Ethno-Linguistic
530,ET,Ethiopia,Yes,1946,1951,Other Southern Nations,0.19,IRRELEVANT,,,7000,53007000,Ethno-Regional
530,ET,Ethiopia,Yes,1952,1990,Other Southern Nations,0.19,IRRELEVANT,,,7000,53007000,Ethno-Regional
530,ET,Ethiopia,Yes,1991,1991,Other Southern Nations,0.19,IRRELEVANT,,,7000,53007000,Ethno-Regional
530,ET,Ethiopia,Yes,1992,1992,Other Southern Nations,0.19,IRRELEVANT,,,7000,53007000,Ethno-Regional
530,ET,Ethiopia,Yes,1993,1995,Other Southern Nations,0.19,IRRELEVANT,,,7000,53007000,Ethno-Regional
530,ET,Ethiopia,Yes,1996,2010,Other Southern Nations,0.19,REGIONAL AUTONOMY,,,7000,53007000,Ethno-Regional
551,ZAM,Zambia,Yes,1964,2010,Tonga-Ila-Lenje,0.19,SENIOR PARTNER,,,7000,55107000,Ethno-Linguistic
553,MI,Malawi,Yes,1964,1993,Lomwe (Nguru),0.19,JUNIOR PARTNER,,,2000,55302000,Ethno-Linguistic
553,MI,Malawi,Yes,1994,2010,Lomwe (Nguru),0.19,SENIOR PARTNER,,,2000,55302000,Ethno-Linguistic
645,IRQ,Iraq,Yes,1946,1958,Sunni Arabs,0.19,SENIOR PARTNER,,,3000,64503000,Ethno-Religious
645,IRQ,Iraq,Yes,1959,1963,Sunni Arabs,0.19,SENIOR PARTNER,,,3000,64503000,Ethno-Religious
645,IRQ,Iraq,Yes,1964,1975,Sunni Arabs,0.19,MONOPOLY,,,3000,64503000,Ethno-Religious
645,IRQ,Iraq,Yes,1976,1990,Sunni Arabs,0.19,MONOPOLY,,,3000,64503000,Ethno-Religious
645,IRQ,Iraq,Yes,1991,2002,Sunni Arabs,0.19,DOMINANT,,,3000,64503000,Ethno-Religious
645,IRQ,Iraq,Yes,2003,2005,Sunni Arabs,0.19,POWERLESS,,,3000,64503000,Ethno-Religious
645,IRQ,Iraq,Yes,2006,2010,Sunni Arabs,0.19,JUNIOR PARTNER,,,3000,64503000,Ethno-Religious
434,BEN,Benin,Yes,1960,1963,Southeastern (Yoruba/Nagot and Goun),0.185,JUNIOR PARTNER,,,2000,43402000,Ethno-Regional
434,BEN,Benin,Yes,1964,1965,Southeastern (Yoruba/Nagot and Goun),0.185,SENIOR PARTNER,,,2000,43402000,Ethno-Regional
434,BEN,Benin,Yes,1966,1967,Southeastern (Yoruba/Nagot and Goun),0.185,JUNIOR PARTNER,,,2000,43402000,Ethno-Regional
434,BEN,Benin,Yes,1968,1969,Southeastern (Yoruba/Nagot and Goun),0.185,POWERLESS,,,2000,43402000,Ethno-Regional
434,BEN,Benin,Yes,1970,1972,Southeastern (Yoruba/Nagot and Goun),0.185,JUNIOR PARTNER,,,2000,43402000,Ethno-Regional
434,BEN,Benin,Yes,1973,1989,Southeastern (Yoruba/Nagot and Goun),0.185,JUNIOR PARTNER,,,2000,43402000,Ethno-Regional
434,BEN,Benin,Yes,1990,1990,Southeastern (Yoruba/Nagot and Goun),0.185,JUNIOR PARTNER,,,2000,43402000,Ethno-Regional
434,BEN,Benin,Yes,1991,1995,Southeastern (Yoruba/Nagot and Goun),0.185,JUNIOR PARTNER,,,2000,43402000,Ethno-Regional
434,BEN,Benin,Yes,1996,2010,Southeastern (Yoruba/Nagot and Goun),0.185,JUNIOR PARTNER,,,2000,43402000,Ethno-Regional
471,CAO,Cameroon,Yes,1960,1982,Beti (and related peoples),0.18,JUNIOR PARTNER,,,3000,47103000,Ethno-Linguistic
471,CAO,Cameroon,Yes,1983,2010,Beti (and related peoples),0.18,SENIOR PARTNER,,,3000,47103000,Ethno-Linguistic
475,NIG,Nigeria,Yes,1960,1964,Igbo,0.18,JUNIOR PARTNER,,,2000,47502000,Ethno-Linguistic
475,NIG,Nigeria,Yes,1965,1966,Igbo,0.18,REGIONAL AUTONOMY,20000,,2000,47502000,Ethno-Linguistic
475,NIG,Nigeria,Yes,1967,1969,Igbo,0.18,DISCRIMINATED,20700,,2000,47502000,Ethno-Linguistic
475,NIG,Nigeria,Yes,1970,1978,Igbo,0.18,JUNIOR PARTNER,20700,,2000,47502000,Ethno-Linguistic
475,NIG,Nigeria,Yes,1979,1983,Igbo,0.18,JUNIOR PARTNER,,,2000,47502000,Ethno-Linguistic
475,NIG,Nigeria,Yes,1984,1991,Igbo,0.18,POWERLESS,,,2000,47502000,Ethno-Linguistic
475,NIG,Nigeria,Yes,1992,1998,Igbo,0.18,POWERLESS,,,2000,47502000,Ethno-Linguistic
475,NIG,Nigeria,Yes,1999,2006,Igbo,0.18,JUNIOR PARTNER,,,2000,47502000,Ethno-Linguistic
475,NIG,Nigeria,Yes,2007,2010,Igbo,0.18,JUNIOR PARTNER,,,2000,47502000,Ethno-Linguistic
500,UGA,Uganda,Yes,1980,1985,"Northerners (Langi, Acholi, Teso)",0.18,DOMINANT,,,9200,50009200,Ethno-Regional
551,ZAM,Zambia,Yes,1964,2010,Nyanja speakers (Easterners),0.18,SENIOR PARTNER,,,6000,55106000,Ethno-Linguistic
560,SF,South Africa,Yes,1990,1993,Xhosa,0.18,POWERLESS,,,3020,56003020,Ethno-Linguistic
560,SF,South Africa,Yes,1994,2008,Xhosa,0.18,SENIOR PARTNER,,,3020,56003020,Ethno-Linguistic
560,SF,South Africa,Yes,2009,2010,Xhosa,0.18,JUNIOR PARTNER,,,3020,56003020,Ethno-Linguistic
346,BOS,Bosnia and Herzegovina,Yes,1992,1995,Croats,0.173,JUNIOR PARTNER,30500,,3000,34603000,Ethno-Religious
369,UKR,Ukraine,Yes,1991,2010,Russians,0.173,JUNIOR PARTNER,,,2000,36902000,Ethno-Linguistic
500,UGA,Uganda,Yes,1966,1969,"Northerners (Langi, Acholi, Madi, Kakwa-Nubian, Lugbara, Alur)",0.173,DOMINANT,,,9100,50009100,Ethno-Regional
345,YUG,Yugoslavia,Yes,1992,1992,Albanians,0.17,DISCRIMINATED,,,6000,34506000,Ethno-Linguistic
345,YUG,Yugoslavia,Yes,1993,1999,Albanians,0.17,DISCRIMINATED,32100,,6000,34506000,Ethno-Linguistic
345,YUG,Yugoslavia,Yes,2000,2005,Albanians,0.17,REGIONAL AUTONOMY,,,6000,34506000,Ethno-Linguistic
345,YUG,Yugoslavia,Yes,2006,2007,Albanians,0.17,REGIONAL AUTONOMY,,,6000,34506000,Ethno-Linguistic
365,RUS,Russia,Yes,1946,1956,Ukrainians,0.17,JUNIOR PARTNER,11400,,2000,36502000,Ethno-Linguistic
365,RUS,Russia,Yes,1957,1990,Ukrainians,0.17,JUNIOR PARTNER,,,2000,36502000,Ethno-Linguistic
625,SUD,Sudan,Yes,1956,1971,Other Northern groups,0.17,POWERLESS,,,10000,62510000,Ethno-Cultural
625,SUD,Sudan,Yes,1972,1982,Other Northern groups,0.17,POWERLESS,,,10000,62510000,Ethno-Cultural
625,SUD,Sudan,Yes,1983,2002,Other Northern groups,0.17,POWERLESS,,,10000,62510000,Ethno-Cultural
625,SUD,Sudan,Yes,2003,2005,Other Northern groups,0.17,POWERLESS,,,10000,62510000,Ethno-Cultural
625,SUD,Sudan,Yes,2006,2010,Other Northern groups,0.17,POWERLESS,,,10000,62510000,Ethno-Cultural
640,TUR,Turkey,Yes,2006,2010,Kurds,0.17,DISCRIMINATED,,,1000,64001000,Ethno-Linguistic
645,IRQ,Iraq,Yes,1946,1958,Kurds,0.17,POWERLESS,,,1000,64501000,Ethno-Linguistic
645,IRQ,Iraq,Yes,1959,1963,Kurds,0.17,SEPARATIST AUTONOMY,17400,,1000,64501000,Ethno-Linguistic
645,IRQ,Iraq,Yes,1964,1975,Kurds,0.17,SEPARATIST AUTONOMY,17400,,1000,64501000,Ethno-Linguistic
645,IRQ,Iraq,Yes,1976,1990,Kurds,0.17,DISCRIMINATED,17400,,1000,64501000,Ethno-Linguistic
645,IRQ,Iraq,Yes,1991,2002,Kurds,0.17,SEPARATIST AUTONOMY,17400,,1000,64501000,Ethno-Linguistic
645,IRQ,Iraq,Yes,2003,2005,Kurds,0.17,JUNIOR PARTNER,,,1000,64501000,Ethno-Linguistic
645,IRQ,Iraq,Yes,2006,2010,Kurds,0.17,SENIOR PARTNER,,,1000,64501000,Ethno-Linguistic
230,SP,Spain,Yes,1946,1978,Catalans,0.169,POWERLESS,,,2000,23002000,Ethno-Linguistic
230,SP,Spain,Yes,1979,2010,Catalans,0.169,REGIONAL AUTONOMY,,,2000,23002000,Ethno-Linguistic
225,SZ,Switzerland,Yes,1946,2010,Swiss French,0.164,JUNIOR PARTNER,,,2000,22502000,Ethno-Linguistic
435,MR,Mauritania,Yes,1960,1977,Black Africans,0.16,JUNIOR PARTNER,,,3000,43503000,Mixed Category
435,MR,Mauritania,Yes,1978,1983,Black Africans,0.16,JUNIOR PARTNER,,,3000,43503000,Mixed Category
481,GAB,Gabon,Yes,1960,1962,Northern Fang,0.16,JUNIOR PARTNER,,,3070,48103070,Ethno-Linguistic
481,GAB,Gabon,Yes,1963,1967,Northern Fang,0.16,POWERLESS,,,3070,48103070,Ethno-Linguistic
490,DRC,Democratic Republic of the Congo,Yes,1960,1965,Mongo,0.16,IRRELEVANT,,,4000,49004000,Ethno-Linguistic
490,DRC,Democratic Republic of the Congo,Yes,1966,1990,Mongo,0.16,POWERLESS,,,4000,49004000,Ethno-Linguistic
490,DRC,Democratic Republic of the Congo,Yes,1991,1996,Mongo,0.16,POWERLESS,,,4000,49004000,Ethno-Linguistic
490,DRC,Democratic Republic of the Congo,Yes,1997,1997,Mongo,0.16,POWERLESS,,,4000,49004000,Ethno-Linguistic
490,DRC,Democratic Republic of the Congo,Yes,1998,2002,Mongo,0.16,POWERLESS,,,4000,49004000,Ethno-Linguistic
490,DRC,Democratic Republic of the Congo,Yes,2003,2006,Mongo,0.16,POWERLESS,,,4000,49004000,Ethno-Linguistic
490,DRC,Democratic Republic of the Congo,Yes,2007,2010,Mongo,0.16,POWERLESS,,,4000,49004000,Ethno-Linguistic
500,UGA,Uganda,Yes,1962,1965,Baganda,0.16,SENIOR PARTNER,,,2000,50002000,Ethno-Linguistic
500,UGA,Uganda,Yes,1966,1969,Baganda,0.16,DISCRIMINATED,,,2000,50002000,Ethno-Linguistic
500,UGA,Uganda,Yes,1970,1971,Baganda,0.16,DISCRIMINATED,,,2000,50002000,Ethno-Linguistic
500,UGA,Uganda,Yes,1972,1973,Baganda,0.16,POWERLESS,,,2000,50002000,Ethno-Linguistic
500,UGA,Uganda,Yes,1974,1979,Baganda,0.16,DISCRIMINATED,,,2000,50002000,Ethno-Linguistic
500,UGA,Uganda,Yes,1980,1985,Baganda,0.16,DISCRIMINATED,,,2000,50002000,Ethno-Linguistic
500,UGA,Uganda,Yes,1986,1989,Baganda,0.16,JUNIOR PARTNER,,,2000,50002000,Ethno-Linguistic
500,UGA,Uganda,Yes,1990,2010,Baganda,0.16,JUNIOR PARTNER,,,2000,50002000,Ethno-Linguistic
640,TUR,Turkey,Yes,2006,2010,Alevis,0.16,POWERLESS,,,4000,64004000,Ethno-Religious
702,TAJ,Tajikistan,Yes,1991,1992,Uzbeks,0.153,JUNIOR PARTNER,,,5000,70205000,Ethno-Linguistic
702,TAJ,Tajikistan,Yes,1993,1996,Uzbeks,0.153,JUNIOR PARTNER,,,5000,70205000,Ethno-Linguistic
702,TAJ,Tajikistan,Yes,1997,2010,Uzbeks,0.153,POWERLESS,,,5000,70205000,Ethno-Linguistic
433,SEN,Senegal,Yes,1960,1980,Serer,0.15,SENIOR PARTNER,,,3000,43303000,Ethno-Linguistic
433,SEN,Senegal,Yes,1981,2010,Serer,0.15,JUNIOR PARTNER,,,3000,43303000,Ethno-Linguistic
434,BEN,Benin,Yes,1960,1963,Southwestern (Adja),0.15,IRRELEVANT,,,4000,43404000,Ethno-Regional
434,BEN,Benin,Yes,1960,1963,"Northern (Bariba, Gurmanch_/Betamaribe etc.)",0.15,SENIOR PARTNER,,,3000,43403000,Ethno-Regional
434,BEN,Benin,Yes,1964,1965,Southwestern (Adja),0.15,IRRELEVANT,,,4000,43404000,Ethno-Regional
434,BEN,Benin,Yes,1964,1965,"Northern (Bariba, Gurmanch_/Betamaribe etc.)",0.15,POWERLESS,,,3000,43403000,Ethno-Regional
434,BEN,Benin,Yes,1966,1967,Southwestern (Adja),0.15,IRRELEVANT,,,4000,43404000,Ethno-Regional
434,BEN,Benin,Yes,1966,1967,"Northern (Bariba, Gurmanch_/Betamaribe etc.)",0.15,POWERLESS,,,3000,43403000,Ethno-Regional
434,BEN,Benin,Yes,1968,1969,"Northern (Bariba, Gurmanch_/Betamaribe etc.)",0.15,SENIOR PARTNER,,,3000,43403000,Ethno-Regional
434,BEN,Benin,Yes,1968,1969,Southwestern (Adja),0.15,IRRELEVANT,,,4000,43404000,Ethno-Regional
434,BEN,Benin,Yes,1970,1972,"Northern (Bariba, Gurmanch_/Betamaribe etc.)",0.15,SENIOR PARTNER,,,3000,43403000,Ethno-Regional
434,BEN,Benin,Yes,1970,1972,Southwestern (Adja),0.15,IRRELEVANT,,,4000,43404000,Ethno-Regional
434,BEN,Benin,Yes,1973,1989,Southwestern (Adja),0.15,IRRELEVANT,,,4000,43404000,Ethno-Regional
434,BEN,Benin,Yes,1973,1989,"Northern (Bariba, Gurmanch_/Betamaribe etc.)",0.15,SENIOR PARTNER,,,3000,43403000,Ethno-Regional
434,BEN,Benin,Yes,1990,1990,Southwestern (Adja),0.15,JUNIOR PARTNER,,,4000,43404000,Ethno-Regional
434,BEN,Benin,Yes,1990,1990,"Northern (Bariba, Gurmanch_/Betamaribe etc.)",0.15,JUNIOR PARTNER,,,3000,43403000,Ethno-Regional
434,BEN,Benin,Yes,1991,1995,Southwestern (Adja),0.15,JUNIOR PARTNER,,,4000,43404000,Ethno-Regional
434,BEN,Benin,Yes,1991,1995,"Northern (Bariba, Gurmanch_/Betamaribe etc.)",0.15,JUNIOR PARTNER,,,3000,43403000,Ethno-Regional
434,BEN,Benin,Yes,1996,2010,Southwestern (Adja),0.15,JUNIOR PARTNER,,,4000,43404000,Ethno-Regional
434,BEN,Benin,Yes,1996,2010,"Northern (Bariba, Gurmanch_/Betamaribe etc.)",0.15,SENIOR PARTNER,,,3000,43403000,Ethno-Regional
452,GHA,Ghana,Yes,1957,1965,Asante (Akan),0.15,JUNIOR PARTNER,,,1000,45201000,Ethno-Linguistic
452,GHA,Ghana,Yes,1966,1969,Asante (Akan),0.15,JUNIOR PARTNER,,,1000,45201000,Ethno-Linguistic
452,GHA,Ghana,Yes,1970,1971,Asante (Akan),0.15,JUNIOR PARTNER,,,1000,45201000,Ethno-Linguistic
452,GHA,Ghana,Yes,1972,1981,Asante (Akan),0.15,SENIOR PARTNER,,,1000,45201000,Ethno-Linguistic
452,GHA,Ghana,Yes,1982,1999,Asante (Akan),0.15,JUNIOR PARTNER,,,1000,45201000,Ethno-Linguistic
